Reference	ID	Tags	Quote	Occurrence	Question	Response
7:15	zbrd	basic,observe	οὐδέν ἐστιν ἔξωθεν τοῦ ἀνθρώπου εἰσπορευόμενον εἰς αὐτὸν, ὃ δύναται κοινῶσαι αὐτόν	1	Quelles sont les choses qui ne peuvent pas **rendre impur** un homme ?	
7:15	jb6b	basic,observe	τὰ ἐκ τοῦ ἀνθρώπου ἐκπορευόμενά, ἐστιν τὰ κοινοῦντα τὸν ἄνθρωπον	1	Quelles sont les choses qui peuvent **rendre impur** un homme ?	
7:16	wr0x	basic,interpret	Εἴ τις ἔχει ὦτα ἀκούειν ἀκουέτω	1	Qui devrait écouter ce que dit Jésus ?	
7:17	bx27	basic,observe	ὅτε εἰσῆλθεν εἰς οἶκον ἀπὸ τοῦ ὄχλου, ἐπηρώτων αὐτὸν οἱ μαθηταὶ αὐτοῦ τὴν παραβολήν	1	Selon vous, pourquoi les disciples de Jésus ont-ils attendu d'être seuls dans une maison avant de l'interroger **au sujet de la parabole** ?	
7:17-18	frt1	basic,observe	ἐπηρώτων αὐτὸν οἱ μαθηταὶ αὐτοῦ τὴν παραβολήν & λέγει αὐτοῖς, οὕτως καὶ ὑμεῖς ἀσύνετοί ἐστε?	1	Pourquoi les disciples ont-ils interrogé Jésus au sujet de la parabole ?	
7:18-19	m89o	basic,observe	πᾶν τὸ ἔξωθεν εἰσπορευόμενον εἰς τὸν ἄνθρωπον, οὐ δύναται αὐτὸν κοινῶσαι & ὅτι οὐκ εἰσπορεύεται αὐτοῦ εἰς τὴν καρδίαν, ἀλλ’ εἰς τὴν κοιλίαν, καὶ εἰς τὸν ἀφεδρῶνα ἐκπορεύεται	1	Quelle est, selon Jésus, la raison pour laquelle **il n’y a rien en dehors de l’homme qui peut le rendre impur en entrant en lui** ?	
7:19	lrdp	basic,observe	καθαρίζων πάντα τὰ βρώματα	1	Comment Marc indique-t-il que ce principe s'applique à **tous les aliments** ?	
7:20	gc8t	basic,observe	τὸ ἐκ τοῦ ἀνθρώπου ἐκπορευόμενον, ἐκεῖνο κοινοῖ τὸν ἄνθρωπον	1	Qu'est-ce qui peut réellement rendre un homme impur ?	
7:21	e8h2	basic,observe	ἔσωθεν γὰρ ἐκ τῆς καρδίας τῶν ἀνθρώπων	1	D'où viennent les choses qui rendent l'homme impur ?	
7:21-22	n399	basic,observe	οἱ διαλογισμοὶ οἱ κακοὶ ἐκπορεύονται, πορνεῖαι, κλοπαί, φόνοι & μοιχεῖαι, πλεονεξίαι, πονηρίαι, δόλος, ἀσέλγεια, ὀφθαλμὸς, πονηρός, βλασφημία, ὑπερηφανία, ἀφροσύνη	1	Quels genres de choses viennent du cœur pour rendre l'homme impur ?	
7:23	b0g5	basic,observe	πάντα ταῦτα τὰ πονηρὰ ἔσωθεν ἐκπορεύεται καὶ κοινοῖ τὸν ἄνθρωπον	1	Comment ces mauvaises pensées dans le cœur finissent-elles par rendre une personne impure ?	
7:24	end8	basic,observe	οὐδένα ἤθελεν γνῶναι, καὶ οὐκ ἠδυνάσθη λαθεῖν	1	Pourquoi Jésus est-il venu dans **vers les régions de Tyr et de Sidon**, et est-il entré dans une maison ?	
7:24	cy5r	basic,interpret	οὐδένα ἤθελεν γνῶναι, καὶ οὐκ ἠδυνάσθη λαθεῖν	1	Selon vous, pourquoi Jésus ne voulait-il pas que l'on sache qu'il était venu à Tyr ?	
7:25	js71	basic,observe	γυνὴ & ἧς εἶχεν τὸ θυγάτριον αὐτῆς πνεῦμα ἀκάθαρτον ἐλθοῦσα, προσέπεσεν πρὸς τοὺς πόδας αὐτοῦ	1	Qui **avait entendu parler de lui** et est venue le trouver dans la maison où il se trouvait ?	
7:25	w12y	basic,interpret	ἀλλ’ εὐθὺς ἀκούσασα & περὶ αὐτοῦ	1	Qu'est-ce que la femme a pu entendre à propos de Jésus qui l'a poussée à venir le voir ?	
7:26	wwq3	basic,observe	ἡ & γυνὴ ἦν Ἑλληνίς, Συροφοινίκισσα τῷ γένει	1	D'où venait cette femme ?	
7:26	ezbo	basic,observe	ἠρώτα αὐτὸν ἵνα τὸ δαιμόνιον ἐκβάλῃ ἐκ τῆς θυγατρὸς αὐτῆς	1	Que voulait-elle que Jésus fasse pour elle ?	
7:27	vzot	advanced,interpret	ἄφες πρῶτον χορτασθῆναι τὰ τέκνα; οὐ γάρ ἐστιν καλόν λαβεῖν τὸν ἄρτον τῶν τέκνων	1	Jésus répond à la femme étrangère par une parabole. Compte tenu de ce qu'elle veut que Jésus fasse, que représentent **les enfants** dans cette parabole ?	
7:27	xs9x	advanced,interpret	ἄφες πρῶτον χορτασθῆναι τὰ τέκνα; οὐ γάρ ἐστιν καλόν λαβεῖν τὸν ἄρτον τῶν τέκνων	1	Compte tenu de ce que la femme grecque veut que Jésus fasse, que représentent **le pain des enfants** dans cette parabole ?	
7:27	d6vi	advanced,interpret	τοῖς κυναρίοις βαλεῖν	1	Compte tenu de ce que la femme grecque veut que Jésus fasse, que représentent **les petits chiens** dans cette parabole ?	
7:28	w5qb	advanced,interpret	τὰ κυνάρια ὑποκάτω τῆς τραπέζης ἐσθίουσιν ἀπὸ τῶν ψιχίων τῶν παιδίων	1	Compte tenu de ce que la femme grecque veut que Jésus fasse, que représentent les **miettes des enfants** que les chiens mangent dans cette parabole ?	
7:28	i7zi	advanced,interpret	τὰ κυνάρια ὑποκάτω τῆς τραπέζης ἐσθίουσιν ἀπὸ τῶν ψιχίων τῶν παιδίων	1	En quoi permettre aux petits chiens de manger **les miettes des enfants** qui tombent sous la table ne reviendrait-il pas à priver les enfants de leur nourriture au verset 27 ?	
7:29	llh9	basic,observe	διὰ τοῦτον τὸν λόγον, ὕπαγε, ἐξελήλυθεν τὸ δαιμόνιον, ἐκ τῆς θυγατρός σου	1	Jésus a-t-il approuvé la réponse de la femme grecque ?	
7:29	xgpp	basic,interpret	ἐξελήλυθεν τὸ δαιμόνιον, ἐκ τῆς θυγατρός σου	1	Dans sa réponse, Jésus évoque la **fille** et le départ du **démon**. Cette déclaration correspond-elle à la représentation que vous avez faite de la parabole au verset 27 ?	
7:30	aety	basic,observe	εὗρεν τὸ παιδίον βεβλημένον ἐπὶ τὴν κλίνην, καὶ τὸ δαιμόνιον ἐξεληλυθός	1	Dans quelle mesure Jésus a-t-il exaucé la demande de la femme au verset 26 ?	
7:31	jdw9	basic,observe	εἰς τὴν θάλασσαν τῆς Γαλιλαίας, ἀνὰ μέσον τῶν ὁρίων Δεκαπόλεως	1	Où Jésus est-il retourné après avoir quitté Tyr ?	
7:32	fqz4	basic,observe	φέρουσιν αὐτῷ κωφὸν καὶ μογιλάλον	1	Quel est le problème de cet homme que les gens ont amené à Jésus ?	
7:32	y3te	basic,observe	παρακαλοῦσιν αὐτὸν ἵνα ἐπιθῇ αὐτῷ τὴν χεῖρα	1	Que demandent les gens à Jésus pour guérir cet homme ?	
7:33	e5ky	basic,observe	ἔβαλεν τοὺς δακτύλους αὐτοῦ εἰς τὰ ὦτα αὐτοῦ, καὶ πτύσας, ἥψατο τῆς γλώσσης αὐτοῦ	1	Que fait Jésus pour guérir cet homme ?	
7:33	nlj0	basic,interpret	ἔβαλεν τοὺς δακτύλους αὐτοῦ εἰς τὰ ὦτα αὐτοῦ & ἥψατο τῆς γλώσσης αὐτοῦ	1	Selon vous, pourquoi Jésus a-t-il touché spécifiquement les oreilles et la langue de cet homme ?	
7:34	e4qe	basic,interpret	λέγει αὐτῷ, ἐφφαθά, ὅ ἐστιν, διανοίχθητι	1	Qu'est-ce que Jésus voulait voir ouvert ?	
7:35	qkis	basic,observe	ἠνοίγησαν αὐτοῦ αἱ ἀκοαί, καὶ ἐλύθη ὁ δεσμὸς τῆς γλώσσης αὐτοῦ, καὶ ἐλάλει ὀρθῶς	1	Que s'est-il passé lorsque Jésus a touché les **oreilles** et la **langue** de cet homme, et a ordonné qu'elles s'ouvrent ?	
7:36	gvca	basic,interpret	διεστείλατο αὐτοῖς ἵνα μηδενὶ λέγωσιν	1	Selon vous, pourquoi Jésus leur a-t-il **dit de ne pas en parler**, au sujet de la guérison de cet homme ?	
7:36	tnf8	basic,interpret	ὅσον δὲ αὐτοῖς διεστέλλετο, αὐτοὶ μᾶλλον περισσότερον ἐκήρυσσον	1	Selon vous, pourquoi les gens ne lui ont-ils pas obéi en cessant d'en parler, mais au contraire, **plus il leur disait de ne pas en parler, plus les gens le racontaient** ?	
7:37	bgyx	basic,observe	καλῶς πάντα πεποίηκεν, καὶ τοὺς κωφοὺς ποιεῖ ἀκούειν, καὶ ἀλάλους λαλεῖν	1	Qu'est-ce que Jésus a fait qui a **très étonné** les gens ?	
7:37	pec5	advanced,interpret	καὶ τοὺς κωφοὺς ποιεῖ ἀκούειν, καὶ ἀλάλους λαλεῖν	1	Quels sont les implications des capacités de Jésus concernant son identité ?	
8:1	cvhy	basic,observe	πάλιν, πολλοῦ ὄχλου ὄντος, καὶ μὴ ἐχόντων τι φάγωσιν	1	Quel problème rencontre **la foule** qui écoutait Jésus ?	
8:1	q4m1	basic,observe	προσκαλεσάμενος τοὺς μαθητὰς αὐτοῦ	1	Comment Jésus a-t-il répondu aux besoins de la foule ?	
8:2	c4mg	basic,observe	σπλαγχνίζομαι ἐπὶ τὸν ὄχλον	1	Quelle était le sentiment de Jésus concernant **cette foule** qui avait faim ?	
8:2	o6qe	basic,observe	ἤδη ἡμέραι τρεῖς προσμένουσίν μοι	1	Que faisait la foule depuis **trois jours** ?	
8:3	daa3	basic,observe	ἐὰν ἀπολύσω αὐτοὺς νήστεις εἰς οἶκον αὐτῶν, ἐκλυθήσονται ἐν τῇ ὁδῷ. & καί τινες αὐτῶν ἀπὸ μακρόθεν ἥκασιν	1	Pourquoi Jésus ne **renvoie**-t-il pas les gens **chez eux** pour qu’ils mangent ?	
8:4	x1hu	basic,observe	πόθεν τούτους δυνήσεταί τις ὧδε χορτάσαι ἄρτων ἐπ’ ἐρημίας?	1	Selon vous, pourquoi les disciples ne croyaient-ils pas qu'il était possible de nourrir toute la foule là où ils se trouvaient ?	
8:4	akn9	advanced,interpret	πόθεν τούτους δυνήσεταί τις ὧδε χορτάσαι ἄρτων ἐπ’ ἐρημίας?	1	Sachant que les disciples ont déjà vu Jésus nourrir 5 000 hommes avec quelques petits pains et des poissons en 6.35-44, êtes-vous surpris qu'ils n'aient pas envisagé qu'il reproduire le même miracle ici ?	
8:5	jbe9	basic,observe	ἠρώτα αὐτούς, πόσους ἔχετε ἄρτους? οἱ δὲ εἶπαν, ἑπτά	1	Quelle quantité de nourriture les disciples avaient-ils avec eux ?	
8:6	vwsf	basic,observe	παραγγέλλει τῷ ὄχλῳ ἀναπεσεῖν ἐπὶ τῆς γῆς. καὶ λαβὼν τοὺς ἑπτὰ ἄρτους, εὐχαριστήσας ἔκλασεν καὶ ἐδίδου τοῖς μαθηταῖς αὐτοῦ, ἵνα παρατιθῶσιν, καὶ παρέθηκαν τῷ ὄχλῳ	1	Comment Jésus a-t-il réparti la foule afin de la nourrir ?	
8:6	ibi2	basic,observe	λαβὼν τοὺς ἑπτὰ ἄρτους, εὐχαριστήσας	1	Qu'a fait Jésus avec les sept pains avant de les donner aux gens ?	
8:6	evs8	basic,observe	ἔκλασεν καὶ ἐδίδου τοῖς μαθηταῖς αὐτοῦ, ἵνα παρατιθῶσιν, καὶ παρέθηκαν τῷ ὄχλῳ	1	Quel est le rôle des **disciples** dans la distribution de la nourriture à la foule ?	
8:7	jgcu	basic,interpret	εἶχαν ἰχθύδια ὀλίγα; καὶ εὐλογήσας αὐτὰ, εἶπεν καὶ ταῦτα παρατιθέναι	1	Selon vous, pourquoi Marc n'a-t-il pas mentionné les **quelques poissons** jusqu'à présent, comme si ceux-ci n'étaient pas très importants ?	
8:8	atij	basic,observe	ἔφαγον καὶ ἐχορτάσθησαν	1	Dans quelle mesure les sept pains et les quelques poissons ont-ils permis de nourrir la foule ?	
8:8	hyeb	basic,observe	ἦραν περισσεύματα κλασμάτων ἑπτὰ σπυρίδας	1	Quelle quantité de nourriture reste-t-il après que la foule a fini de manger ?	
8:9	lno6	basic,observe	ἦσαν δὲ ὡς τετρακισχίλιοι	1	Combien de personnes Jésus a-t-il nourries avec les sept pains et quelques petits poissons ?	
8:9	ci0v	basic,observe	ἀπέλυσεν αὐτούς	1	Selon vous, pourquoi Jésus a-t-il renvoyé la foule immédiatement après l'avoir miraculeusement nourrie ?	
8:10	ieq9	basic,observe	καὶ εὐθὺς ἐμβὰς εἰς τὸ πλοῖον μετὰ τῶν μαθητῶν αὐτοῦ, ἦλθεν εἰς τὰ μέρη Δαλμανουθά	1	Combien de temps Jésus et ses disciples sont-ils restés dans la région où il avait nourri les 4 000 personnes ?	
8:11	ze9m	basic,interpret	ἐξῆλθον οἱ Φαρισαῖοι καὶ, ἤρξαντο συνζητεῖν αὐτῷ, ζητοῦντες παρ’ αὐτοῦ σημεῖον ἀπὸ τοῦ οὐρανοῦ, πειράζοντες αὐτόν	1	Pourquoi les pharisiens veulent-ils que Jésus leur donne **un signe venant du ciel** ?	
8:12	siri	basic,interpret	ἀναστενάξας τῷ πνεύματι αὐτοῦ	1	Selon vous, pourquoi Jésus a-t-il **soupiré profondément dans son esprit** ?	
8:12	ydoj	basic,interpret	τί ἡ γενεὰ αὕτη ζητεῖ σημεῖον?	1	Selon vous, pourquoi Jésus était-il particulièrement mécontent que les pharisiens cherchent **un signe** à ce moment précis ?	
8:13	b2f6	basic,interpret	ἀφεὶς αὐτοὺς, πάλιν ἐμβὰς ἀπῆλθεν εἰς τὸ πέραν	1	Selon vous, quelle a été la réaction des pharisiens lorsque Jésus a répondu à leur demande en s'en allant et en traversant la mer de Galilée ?	
8:14	lm1r	basic,observe	ἐπελάθοντο λαβεῖν ἄρτους, καὶ εἰ μὴ ἕνα ἄρτον οὐκ εἶχον μεθ’ ἑαυτῶν ἐν τῷ πλοίῳ	1	En quittant rapidement les lieux, qu’ont oublié les disciples ?	
8:15	cg55	basic,observe	ὁρᾶτε, βλέπετε ἀπὸ τῆς ζύμης τῶν Φαρισαίων καὶ τῆς ζύμης Ἡρῴδου	1	A quoi Jésus a-t-il dit à ses disciples qu'ils devaient faire attention ?	
8:15	b1xa	advanced,interpret	τῆς ζύμης τῶν Φαρισαίων καὶ τῆς ζύμης Ἡρῴδου	1	A votre avis, de quoi Jésus parlait-il lorsqu'il leur a dit de se garder **du levain des pharisiens et du levain d'Hérode** ?	
8:16	v1c9	basic,observe	διελογίζοντο πρὸς ἀλλήλους, ὅτι ἄρτους οὐκ ἔχουσιν	1	Qu'ont compris les disciples lorsque Jésus leur a dit de se garder **du levain des pharisiens et du levain d'Hérode** ?	
8:17-18	jjwq	advanced,interpret	τί διαλογίζεσθε ὅτι ἄρτους οὐκ ἔχετε? οὔπω νοεῖτε, οὐδὲ συνίετε? πεπωρωμένην ἔχετε τὴν καρδίαν ὑμῶν? & ὀφθαλμοὺς ἔχοντες, οὐ βλέπετε? καὶ ὦτα ἔχοντες, οὐκ ἀκούετε? καὶ οὐ μνημονεύετε?	1	Selon vous, pourquoi Jésus a-t-il utilisé une série de six questions rhétoriques pour corriger ses disciples au lieu de leur dire simplement qu'ils avaient mal compris ?	
8:17	x6cf	basic,interpret	τί διαλογίζεσθε ὅτι ἄρτους οὐκ ἔχετε? οὔπω νοεῖτε, οὐδὲ συνίετε? πεπωρωμένην ἔχετε τὴν καρδίαν ὑμῶν?	1	"D'après les questions de Jésus, pourquoi les disciples n'ont-ils pas bien compris ce que désignait le ""levain des pharisiens* et le *le levain d'Hérode"" ?"	
8:18	qdkw	basic,observe	ὀφθαλμοὺς ἔχοντες, οὐ βλέπετε? καὶ ὦτα ἔχοντες, οὐκ ἀκούετε? καὶ οὐ μνημονεύετε?	1	Selon Jésus, était-il raisonnable pour les disciples de ne pas encore comprendre ce que désignait le levain ?	
8:19	ab0w	basic,interpret	ὅτε τοὺς πέντε ἄρτους ἔκλασα εἰς τοὺς πεντακισχιλίους, πόσους κοφίνους κλασμάτων πλήρεις ἤρατε? λέγουσιν αὐτῷ, δώδεκα	1	Selon vous, quel point essentiel Jésus voulait-il que les disciples comprennent à partir de la quantité de nourriture restante, lorsqu'il a nourri les 5 000 personnes en 6.35-44 ?	
8:20	emwi	basic,interpret	ὅτε καὶ τοὺς ἑπτὰ εἰς τοὺς τετρακισχιλίους, πόσων σπυρίδων πληρώματα κλασμάτων ἤρατε? καὶ λέγουσιν αὐτῷ, ἑπτά	1	Selon vous, quel point essentiel Jésus voulait-il que les disciples comprennent à partir de la quantité de nourriture restante, lorsqu'il a nourri les 4 000 personnes en 8.1-9 ?	
8:21	e0wc	basic,interpret	πῶς οὔπω συνίετε?	1	À la lumière du miracle des 5 000 et des 4 000 personnes nourries, était-il raisonnable pour les disciples de croire que Jésus s'inquiétait qu'ils manquent de pain ?	
