Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
13:5	wa0g		rc://*/ta/man/translate/figs-imperative	ne les adore pas	1	C’est un ordre de Dieu à tous les Israélites.
13:5	pt20		rc://*/ta/man/translate/grammar-connect-logic-result	parce que	1	La conjonction « parce que » introduit la raison pour laquelle les Israélites ne devaient ni faire des idoles ni les adorer : Yahvé était jaloux de leur adoration contrairement à d’autres divinités qui ne se souciaient pas de savoir si les gens adoraient beaucoup d’autres dieux.
13:5	vbu8		rc://*/ta/man/translate/figs-imperative	N’utilise pas mon nom d’une manière irrespectueuse.	1	C’est un ordre de Dieu à tous les Israélites. On pourrait le traduire par : « Ne parlez pas de moi d’une manière qui ne témoigne ni respect ni honneur » ou « Parlez de moi d’une manière qui me donne le respect et l’honneur qui conviennent ».
13:5	bg40		rc://*/ta/man/translate/figs-imperative	Assure-toi de spécialement mettre à part le jour du sabbat	1	C’est un ordre de Dieu à tous les Israélites.
13:5	fp0s		rc://*/ta/man/translate/figs-imperative	fais tout ton travail en six jours	1	C’est un ordre de Dieu à tous les Israélites.
13:5	bu04			le septième jour	1	Pour traduire cela, il est préférable d’utiliser la position du jour « septième » plutôt que de donner le nom d’un jour précis de la semaine.
13:5	plos			un jour pour […] te souvenir de moi	1	Cela pourrait être traduit par : « vous vous souviendrez de moi » ou « vous m’honorerez »
13:6	iwke			Déclaration de connexion	1	(Dieu continue de parler à Moïse)
13:6	kewl		rc://*/ta/man/translate/figs-imperative	Honore ton père et ta mère.	1	C’est un ordre de Dieu à tous les Israélites.
13:6	yj5w		rc://*/ta/man/translate/figs-imperative	Ne tue pas.	1	C’est un ordre de Dieu à tous les Israélites.
13:6	o9nb		rc://*/ta/man/translate/figs-euphemism	Ne commets pas d’adultère.	1	C’est un ordre de Dieu à tous les Israélites. On pourrait le traduire par : « N’ayez pas de relations sexuelles avec le conjoint de quelqu’un d’autre » ou « N’ayez pas de relations conjugales avec la femme d’un autre homme ou le mari d’une autre femme ». Assurez-vous de traduire cela de manière à ne pas offenser ni embarrasser personne. Les langues ont souvent une manière indirecte et polie de dire cela, telle que « Ne couche pas avec ».
13:6	h5a4			Ne mens pas	1	Cela signifie : « Ne dites pas des choses fausses sur d’autres personnes »
13:7	ucqx			lois données par Dieu	1	Cela pourrait être traduit par : « lois auxquelles il leur a dit d’obéir »
13:7	hoqb			d’appartenir à Dieu seul	1	Parmi toutes les nations, Dieu avait choisi les Israélites pour son but précis. Cela pourrait être traduit par « pour être sa nation particulière » ou « pour être son propre peuple » ou « pour être la nation qu’il a choisie pour être son peuple »
13:8	ibjg		rc://*/ta/man/translate/writing-background	construire une grande tente	1	Ce sont des informations générales sur la tente que les Israélites devaient faire comme lieu d’adoration de Dieu.
13:8	g7ej			la chambre derrière le rideau	1	Cette chambre a été cachée par le rideau. Certaines langues appelleraient cette salle : « la salle devant le rideau »
13:8	qqk3			où Dieu était	1	Si cette phrase amenait les gens à penser que Dieu s’était limité à vivre dans la tente, voici quelques façons de traduire : « Dieu était là » ou « l’endroit où Dieu s’est révélé à l’homme »
13:9	r96h			loi de Dieu	1	Il s’agit de tous les commandements et les instructions que Dieu avait donnés aux Israélites.
13:9	doqi			allait couvrir le mal fait par cette personne	1	Quand les gens ont apporté des animaux à sacrifier, Dieu a choisi de voir le sang des animaux comme une couverture pour leur péché. C’est comparable à cacher quelque chose qui est laid ou sale en le couvrant.
13:9	jzd1			pure devant Dieu	1	Ça pourrait être traduit par : « comme s’il n’avait pas de péché devant Dieu » ou « délivré de la punition pour avoir violé la loi de Dieu »
13:10	file			ces dix commandements	1	Il s’agit des commandements que Dieu a donnés à Moïse pour que les Israélites y obéissent. Ils sont répertoriés dans les cadres [13:05](13/05) et [13:06](13/06).
13:10	s96p		rc://*/ta/man/translate/translate-unknown	deux tablettes de pierre	1	Une tablette était un morceau de pierre plate ou un autre matériau dur utilisé dans l’antiquité pour écrire.
13:10	zqwi			Dieu a aussi donné au peuple	1	Cela pourrait être traduit par : « Dieu leur a aussi dit »
13:10	qk7b			à suivre	1	Cela peut être traduit par « auxquelles ils doivent obéir » ou « qu’ils doivent garder »
13:10	ew6c		rc://*/ta/man/translate/grammar-connect-condition-hypothetical	s’il obéissait	1	La conjonction « si » indique une relation conditionnelle hypothétique. La bénédiction de Dieu dépend du respect des lois par les Israélites.
13:10	ljzd		rc://*/ta/man/translate/grammar-connect-condition-hypothetical	Mais il a dit qu’il les punirait	1	La conjonction « mais » indique que si les Israélites n’obéissaient pas à Dieu, il les punirait au lieu de les bénir.
13:10	uwhq		rc://*/ta/man/translate/grammar-connect-condition-hypothetical	s’ils n’y obéissaient pas	1	La conjonction « si » (ici « s’ ») indique une relation conditionnelle et hypothétique. Dieu allait punir les Israélites s’ils n’obéissaient pas à la loi.
13:11	du37			le peuple en a eu assez d’attendre	1	Cela pourrait être traduit par : « Les gens s’impatientaient parce que Moise n’était pas revenu assez vite » ou « Les gens ne voulaient pas attendre plus longtemps qu’il revienne »
13:11	ho7t		rc://*/ta/man/translate/figs-synecdoche	le peuple	1	Cela ne signifie pas tout le peuple israélite, mais juste les gens qui étaient fatigués d’attendre Moïse.
13:11	mni5			apporté de l’or	1	C’étaient des objets et des bijoux en or, qui pouvaient être fondus et remodelés en d’autres choses.
13:11	mezk			ils ont commis un mal terrible contre Dieu.	1	Ils ont péché d’une manière qui était particulièrement offensante pour Dieu. Cela pourrait être traduit par : « ils ont fait quelque chose qui était très mauvais » ou « ils ont fait quelque chose de mal qui a mis Dieu très en colère »
13:12	mins			fait une idole d’or	1	Aaron a pris les choses en or que le peuple lui avait apportées, les a fondues, les a mélangées, et en a fabriqué un veau.
13:12	ftob		rc://*/ta/man/translate/figs-exclamations	Les Israélites ont commencé à adorer frénétiquement l’idole et à lui faire des sacrifices.	1	C’est une déclaration forte qui exprime à quel point il était choquant que les gens vénèrent cette idole après avoir vu ce que Dieu avait fait pour eux.
13:12	b0ir			adorer frénétiquement l’idole	1	Les gens ont péché en adorant l’idole et en lui faisant des sacrifices.
13:12	m383		rc://*/ta/man/translate/grammar-connect-logic-result	à cause du	1	Dieu venait de dire aux Israélites qu’ils ne devaient adorer que lui parce qu’il est un Dieu jaloux et que s’ils ne l’obéissaient pas ils seraient punis. C’est pourquoi Dieu était très en colère contre les Israélites. C’était à cause de leur péché.
13:12	y0jz			Dieu a écouté sa prière	1	Dieu entend toujours la prière. Dans cette situation « écouté » signifie que Dieu a décidé de faire ce que Moïse a demandé.
13:13	e2mu			a brisé les tablettes.	1	Il a jeté les pierres sur le sol et elles se sont cassées en petits morceaux.
13:14	txm5			a brulé et réduit l’idole en poudre	1	Moïse a complètement réduit l’idole en particules fines.
13:14	yffr		rc://*/ta/man/translate/translate-unknown	une plaie	1	Cette plaie peut avoir été une maladie grave. Traduction alternative : « Yahvé a rendu le peuple très malade ».
13:15	hxzx			Moïse a fait	1	Moïse a sculpté des tablettes de pierre avec des outils comme un marteau et un burin.
13:15	jzsr			a écouté	1	Voyez comment vous avez traduit cette phrase dans [13:12](13/12).
13:15	q79k			Cette histoire biblique est tirée du livre de l’Exode	1	Ces références pourraient être légèrement différentes dans d’autres traductions bibliques.
14:0	qn7a	title		Errant dans le désert	1	Ce titre peut aussi être traduit par « Comment les Israélites ont-ils erré dans le désert ? » « Que s’est-il passé lorsque les Israélites erraient dans le désert ? »
14:0	tnyi	title		le désert	1	Ceci fait référence à un lieu sec et où très peu de gens vivent.
14:1	mop2		rc://*/ta/man/translate/writing-background	Informations générales	1	Ce cadre présente des informations générales qui récapitulent les deux histoires précédentes en vue d’un changement dans l’histoire.
14:1	t2jv			la colonne de nuée	1	Voyez comment vous avez traduit cette phrase dans [12:02](12/02).
14:2	p5vl		rc://*/ta/man/translate/writing-background	Dieu avait promis à Abraham, Isaac et Jacob qu’il donnerait la Terre Promise à leurs descendants	1	Ce sont des informations générales qui récapitulent les histoires de la Genèse en vue d’un changement dans l’histoire.
14:2	uway		rc://*/ta/man/translate/writing-participants	Les Cananéens	1	Dans ce cadre nous expliquons qui sont les Cananéens et la relation de Dieu avec eux en vue de l’introduction d’un nouveau personnage majeur.
14:3	obgw		rc://*/ta/man/translate/figs-euphemism	vous devez chasser tous les Cananéens	1	C’est une façon polie de dire qu’ils devraient tuer ou chasser tous les Cananéens de la Terre promise. Cela pourrait se traduire par « ils doivent chasser tous les Cananéens de la terre » ou « se débarrasser de tous les Cananéens qui y vivent ».
14:3	sesh			Ne faites pas la paix avec eux	1	Cela pourrait être traduit par : « Ne pas vivre en paix parmi » ou « …aux côtés d’eux » ou « Ne leur promettez pas de vivre en paix avec eux »
14:3	qkdl			ne vous mariez pas avec eux	1	Dieu ne voulait pas que les Israélites se marient avec une personne cananéenne.
14:3	so1h			vous allez finir par adorer leurs idoles	1	Si les Israélites devenaient amis avec les Cananéens et ne détruisaient pas leurs idoles, ils seraient tentés d’adorer ces idoles à la place de Dieu. Vous pourriez dire : « vous finirez par adorer » pour clarifier que cela les entraînerait à vivre en contact avec les Cananéens et à adopter leur façon de vivre.
14:3	x0th		rc://*/ta/man/translate/grammar-connect-condition-hypothetical	Si vous ne m’obéissez pas	1	La conjonction « si » présente une relation conditionnelle hypothétique. Si les Israélites n’obéissent pas à Dieu en chassant les Cananéens, ils finiront par désobéir à Dieu en adorant les idoles des Cananéens.
14:4	y1qo		rc://*/ta/man/translate/translate-unknown	la frontière	1	Une ligne de démarcation séparant deux pays, une frontière.
14:4	teyp		rc://*/ta/man/translate/translate-unknown	tribu d’Israël	1	Ceci fait référence aux descendants de chacun des fils de Jacob.
14:4	w5gs		rc://*/ta/man/translate/figs-go	aller espionner	1	Les Israélites devaient partir d’où ils avaient campé et aller vers le pays de Canaan et espionner le pays de Canaan.
14:4	l1nt			espionner le pays	1	Cela pourrait être traduit par « obtenir secrètement des informations à propos du pays » ou « apprendre des secrets à propos du pays ». Une des tâches des espions était de découvrir quels genres de nourritures la terre pouvait produire.
14:4	o6tf			espionner les Cananéens	1	Cela pourrait être traduit par « obtenir secrètement des informations sur les gens de Canaan » ou « apprendre secrètement à propos des Cananéens »
14:4	p4am			pour voir s’ils étaient forts ou faibles	1	Ils voulaient savoir si les Cananéens étaient prêts à se battre. Cela pourrait être traduit par : « pour savoir si les armées cananéennes étaient puissantes »
14:5	nkig		rc://*/ta/man/translate/figs-explicit	ils sont revenus	1	Ils sont retournés à l’endroit où le reste des Israélites attendaient, juste à l’extérieur de la frontière de Canaan. On pourrait dire clairement « qu’ils sont retournés dans le camp des Israélites ».
14:5	irrm		rc://*/ta/man/translate/figs-quotations	Ils ont dit au peuple : « La terre est très fertile et les récoltes sont abondantes ! »	1	C’est une citation directe. On peut aussi l’exprimer en citation indirecte : « Ils ont dit à la population que la terre était très fertile et que les cultures étaient abondantes »
14:5	e7r2		rc://*/ta/man/translate/figs-exclamations	« La terre est très fertile et les récoltes sont abondantes ! »	1	C’est une déclaration forte qui souligne que la terre était extrêmement bonne.
14:5	nuik		rc://*/ta/man/translate/figs-exclamations	Les villes sont très fortes et les gens sont des géants !	1	C’est une déclaration forte qui souligne que les habitants du pays étaient des soldats extrêmement grands et puissants.
